LEAID	LEA_NAME	ST_NAME	LEA_CWIFTEST	LEA_CWIFTSE
2913260	Green Forest R-II School District	Missouri	0.746	0.026
2913290	Green Ridge R-VIII School District	Missouri	0.748	0.031
2913320	Greenfield R-IV School District	Missouri	0.75	0.032
2913380	Greenville R-II School District	Missouri	0.749	0.025
2913440	Pleasant View R-VI School District	Missouri	0.679	0.027
2913500	Hale R-I School District	Missouri	0.749	0.046
2913530	Halfway R-III School District	Missouri	0.828	0.054
2913560	Hallsville R-IV School District	Missouri	0.795	0.014
2913590	Hamilton R-II School District	Missouri	0.791	0.04
2913620	Hancock Place School District	Missouri	0.964	0.007
2913650	Hannibal 60 School District	Missouri	0.756	0.032
2913680	Hardin-Central C-2 School District	Missouri	0.788	0.034
2913710	Harrisburg R-VIII School District	Missouri	0.788	0.013
2913760	Harrisonville R-IX School District	Missouri	0.84	0.033
2913770	Hartville R-II School District	Missouri	0.828	0.054
2913800	Hayti R-II School District	Missouri	0.777	0.03
2913830	Hazelwood School District	Missouri	0.964	0.007
2914250	Dunklin R-V School District	Missouri	0.85	0.029
2914280	Gasconade County R-I School District	Missouri	0.839	0.036
2914310	Hermitage R-IV School District	Missouri	0.761	0.046
2914320	Hickory County R-I School District	Missouri	0.798	0.034
2914340	Hickman Mills C-1 School District	Missouri	0.945	0.007
2914370	Higbee R-VIII School District	Missouri	0.777	0.023
2914400	Lafayette County C-1 School District	Missouri	0.788	0.034
2914430	Hillsboro R-III School District	Missouri	0.85	0.029
2914460	Holcomb R-III School District	Missouri	0.84	0.046
2914490	Holden R-III School District	Missouri	0.769	0.04
2914520	Holliday C-2 School District	Missouri	0.785	0.027
2914550	Hollister R-V School District	Missouri	0.745	0.039
2914840	Houston R-I School District	Missouri	0.791	0.031
2915060	Junction Hill C-12 School District	Missouri	0.791	0.031
2915180	Glenwood R-VIII School District	Missouri	0.791	0.031
2915210	Howell Valley R-I School District	Missouri	0.791	0.031
2915240	Hudson R-IX School District	Missouri	0.751	0.03
2915270	Pettis County R-V School District	Missouri	0.748	0.031
2915300	Humansville R-IV School District	Missouri	0.814	0.045
2915330	Hume R-VIII School District	Missouri	0.751	0.03
2915390	Hurley R-I School District	Missouri	0.75	0.032
2915420	Iberia R-V School District	Missouri	0.761	0.046
2915450	Scott City R-I School District	Missouri	0.777	0.03
2915480	Independence 30 School District	Missouri	0.945	0.007
2915510	Iron County C-4 School District	Missouri	0.762	0.02
2915600	Jackson R-II School District	Missouri	0.821	0.024
2915630	North Daviess R-III School District	Missouri	0.791	0.04
2915660	Jamestown C-1 School District	Missouri	0.764	0.036
2916140	Jasper County R-V School District	Missouri	0.805	0.024
2916190	Jefferson City Public Schools	Missouri	0.785	0.014
2916200	Jefferson C-123 School District	Missouri	0.788	0.038
2916230	Jefferson County R-VII School District	Missouri	0.85	0.029
2916290	Jennings School District	Missouri	0.964	0.007
2916350	Joplin School District	Missouri	0.813	0.024
2916380	Clark County R-I School District	Missouri	0.756	0.029
2916400	Kansas City 33 School District	Missouri	0.945	0.007
2916450	Kearney R-I School District	Missouri	0.906	0.016
2916470	Kelso C-7 School District	Missouri	0.777	0.03
2916500	Kennett 39 School District	Missouri	0.837	0.044
2916530	Keytesville R-III School District	Missouri	0.744	0.052
2916590	King City R-I School District	Missouri	0.79	0.031
2916620	Kingston 42 School District	Missouri	0.791	0.04
2916660	Kingsville R-I School District	Missouri	0.77	0.039
2916710	Kirbyville R-VI School District	Missouri	0.745	0.039
2916740	Kirksville R-III School District	Missouri	0.756	0.029
2916770	Kirkwood R-VII School District	Missouri	0.964	0.007
2916830	Knob Noster R-VIII School District	Missouri	0.768	0.04
2916860	Oregon-Howell R-III School District	Missouri	0.765	0.021
2916920	La Monte R-IV School District	Missouri	0.748	0.031
2916950	La Plata R-II School District	Missouri	0.745	0.046
2917000	Laclede County C-5 School District	Missouri	0.828	0.054
2917820	Ladue School District	Missouri	0.964	0.007
2917850	Lamar R-I School District	Missouri	0.751	0.03
2917880	Laquey R-V School District	Missouri	0.771	0.052
2917910	Laredo R-VII School District	Missouri	0.676	0.028
2917970	Lathrop R-II School District	Missouri	0.788	0.032
2918220	Lawson R-XIV School District	Missouri	0.796	0.032
2918240	West St. Francis County R-IV School District	Missouri	0.785	0.031
2918270	Lebanon R-III School District	Missouri	0.828	0.054
2918300	Lee's Summit R-VII School District	Missouri	0.944	0.007
2918330	Leesville R-IX School District	Missouri	0.751	0.03
2918360	Leeton R-X School District	Missouri	0.768	0.04
2918420	Leopold R-III School District	Missouri	0.746	0.026
2918450	Lesterville R-IV School District	Missouri	0.747	0.025
2918460	Lewis County C-1 School District	Missouri	0.783	0.026
2918480	Lexington R-V School District	Missouri	0.788	0.034
2918510	Liberal R-II School District	Missouri	0.751	0.03
2918540	Liberty 53 School District	Missouri	0.914	0.017
2918600	Licking R-VIII School District	Missouri	0.791	0.031
2918670	Lincoln R-II School District	Missouri	0.761	0.046
2918690	Lindbergh School District	Missouri	0.964	0.007
2919080	Osage County R-II School District	Missouri	0.844	0.04
2919140	Lockwood R-I School District	Missouri	0.75	0.032
2919170	Logan-Rogersville R-VIII School District	Missouri	0.826	0.029
2919200	Lonedell R-XIV School District	Missouri	0.782	0.034
2919230	Lone Jack C-6 School District	Missouri	0.935	0.007
2919260	Louisiana R-II School District	Missouri	0.755	0.04
2919320	Luray 33 School District	Missouri	0.756	0.029
2919350	Woodland R-IV School District	Missouri	0.746	0.026
2919380	Macks Creek R-V School District	Missouri	0.761	0.046
2919410	Macon County R-I School District	Missouri	0.744	0.052
2919840	Madison C-3 School District	Missouri	0.785	0.027
2919890	Malden R-I School District	Missouri	0.84	0.046
2919920	Malta Bend R-V School District	Missouri	0.75	0.023
2919950	Manes R-V School District	Missouri	0.828	0.054
2919980	Mansfield R-IV School District	Missouri	0.825	0.051
2920010	Maplewood-Richmond Heights School District	Missouri	0.964	0.007
2920050	Marceline R-V School District	Missouri	0.69	0.024
2920160	Marion C. Early R-V School District	Missouri	0.825	0.048
2920280	Marion County R-II School District	Missouri	0.75	0.039
2920310	Marionville R-IX School District	Missouri	0.75	0.032
2920340	Mark Twain R-VIII School District	Missouri	0.745	0.039
2920370	Marquand-Zion R-VI School District	Missouri	0.746	0.026
2920410	Marshall School District	Missouri	0.75	0.023
2920430	Marshfield R-I School District	Missouri	0.842	0.05
2920490	Maryville R-II Schools	Missouri	0.788	0.038
2920550	Maysville R-I School District	Missouri	0.788	0.034
2920610	McDonald County R-I School District	Missouri	0.806	0.035
2920640	Meadville R-IV School District	Missouri	0.676	0.028
2920670	Mehlville R-IX School District	Missouri	0.964	0.007
2920700	Scotland County R-I School District	Missouri	0.756	0.029
2920750	North Mercer County R-III School District	Missouri	0.676	0.028
2920810	Mexico 59 School District	Missouri	0.755	0.04
2920820	Miami R-I School District	Missouri	0.751	0.03
2920840	Miami R-I School District	Missouri	0.75	0.023
2920880	Middle Grove C-1 School District	Missouri	0.777	0.022
2920940	Milan C-2 School District	Missouri	0.676	0.028
2921000	Miller R-II School District	Missouri	0.75	0.032
2921030	Mirabile C-1 School District	Missouri	0.791	0.04
2921060	Missouri City 56 School District	Missouri	0.914	0.017
2921100	Moberly School District	Missouri	0.785	0.027
2921120	Monett R-I School District	Missouri	0.75	0.032
2921150	High Point R-III School District	Missouri	0.761	0.046
2921180	Moniteau County R-V School District	Missouri	0.761	0.046
2921210	Monroe City R-I School District	Missouri	0.775	0.022
2921330	Montgomery County R-II School District	Missouri	0.844	0.04
2921360	Montrose R-XIV School District	Missouri	0.751	0.03
2921420	Scott County Central Schools	Missouri	0.777	0.03
2921480	Mound City R-II School District	Missouri	0.788	0.038
2921510	Mountain Grove R-III School District	Missouri	0.82	0.044
2921540	Mountain View-Birch Tree R-III School District	Missouri	0.778	0.024
2921600	Mount Vernon R-V School District	Missouri	0.75	0.032
2921660	Northeast Nodaway County R-V School District	Missouri	0.788	0.037
2921690	North Nodaway County R-VI School District	Missouri	0.788	0.038
2921720	Naylor R-II School District	Missouri	0.752	0.024
2921750	Neelyville R-IV School District	Missouri	0.835	0.043
2921810	Neosho R-V School District	Missouri	0.806	0.035
2921840	Nevada R-V School District	Missouri	0.751	0.03
2921875	New Bloomfield R-III School District	Missouri	0.844	0.04
2921880	Macon County R-IV School District	Missouri	0.744	0.052
2921940	New Franklin R-I School District	Missouri	0.747	0.049
2921960	New Haven School District	Missouri	0.782	0.034
2922110	New York R-IV School District	Missouri	0.791	0.04
2922140	Newburg R-II School District	Missouri	0.801	0.031
2922470	Newtown-Harris R-III School District	Missouri	0.676	0.028
2922500	Niangua R-V School District	Missouri	0.842	0.051
2922530	Nixa School District	Missouri	0.84	0.049
2922560	Nodaway-Holt R-VII School District	Missouri	0.788	0.035
2922620	Norborne R-VIII School District	Missouri	0.744	0.052
2922650	Normandy School District	Missouri	0.964	0.007
2922710	North Andrew County R-VI School District	Missouri	0.788	0.034
2922740	North Callaway County R-I School District	Missouri	0.842	0.039
2922770	North Harrison R-III School District	Missouri	0.791	0.04
2922800	North Kansas City 74 School District	Missouri	0.914	0.017
2922830	North Platte County R-I School District	Missouri	0.909	0.024
2922860	Northeast Randolph County R-IV School District	Missouri	0.785	0.027
2922890	Northwest R-I School District	Missouri	0.85	0.029
2922920	Northwestern R-I School District	Missouri	0.744	0.052
2922950	Norwood R-I School District	Missouri	0.825	0.051
2922980	Adair County R-I School District	Missouri	0.756	0.029
2923010	Oak Grove R-VI School District	Missouri	0.924	0.008
2923040	Oak Hill R-I School District	Missouri	0.746	0.026
2923070	Oak Ridge R-VI School District	Missouri	0.816	0.022
2923100	Odessa R-VII School District	Missouri	0.787	0.032
2923130	Oran R-III School District	Missouri	0.777	0.03
2923160	Orchard Farm R-V School District	Missouri	0.944	0.013
2923190	South Holt County R-I School District	Missouri	0.788	0.038
2923220	Orrick R-XI School District	Missouri	0.788	0.034
2923250	Osborn R-O School District	Missouri	0.788	0.034
2923270	Osceola School District	Missouri	0.751	0.03
2923310	Otterville R-VI School District	Missouri	0.753	0.02
2923340	Gasconade County R-II School District	Missouri	0.824	0.028
2923370	Thornfield R-I School District	Missouri	0.791	0.031
2923400	Lutie R-VI School District	Missouri	0.791	0.031
2923430	Ozark R-VI School District	Missouri	0.842	0.051
2923460	Meramec Valley R-III School District	Missouri	0.787	0.032
2923490	Palmyra R-I School District	Missouri	0.749	0.038
2923530	Paris R-II School District	Missouri	0.784	0.027
2923550	Park Hill School District	Missouri	0.924	0.027
2923580	Parkway C-2 School District	Missouri	0.964	0.007
2923640	Meadow Heights R-II School District	Missouri	0.746	0.026
2923670	Pattonsburg R-II School District	Missouri	0.791	0.039
2923700	Pattonville R-III School District	Missouri	0.964	0.007
2923730	Raymore-Peculiar R-II School District	Missouri	0.84	0.033
2923760	North Pemiscot County R-I School District	Missouri	0.777	0.03
2923790	Pemiscot County R-III School District	Missouri	0.777	0.03
2924530	Perry County 32 School District	Missouri	0.746	0.026
2924690	Pettis County R-XII School District	Missouri	0.748	0.031
2925080	Phelps County R-III School District	Missouri	0.801	0.031
2925110	Pierce City R-VI School District	Missouri	0.757	0.028
2925140	Pike County R-III School District	Missouri	0.755	0.04
2925170	Pilot Grove C-4 School District	Missouri	0.75	0.023
2925210	Plato R-V School District	Missouri	0.799	0.025
2925230	Platte County R-III School District	Missouri	0.922	0.023
2925290	Clinton County R-III School District	Missouri	0.793	0.033
2925330	Pleasant Hill R-III School District	Missouri	0.84	0.033
2925350	Pleasant Hope R-VI School District	Missouri	0.822	0.041
2925410	Polo R-VII School District	Missouri	0.79	0.03
2925450	Poplar Bluff R-I School District	Missouri	0.84	0.046
2925500	Potosi R-III School District	Missouri	0.785	0.031
2925530	Prairie Home R-V School District	Missouri	0.752	0.02
2925590	Princeton R-V School District	Missouri	0.676	0.028
2925620	Purdy R-II School District	Missouri	0.75	0.032
2925640	Putnam County R-I School District	Missouri	0.676	0.028
2925650	Puxico R-VIII School District	Missouri	0.77	0.025
2925710	Ralls County R-II School District	Missouri	0.785	0.027
2926040	Raymondville R-7 School District	Missouri	0.791	0.031
2926070	Raytown C-2 School District	Missouri	0.945	0.007
2926160	Reeds Spring R-IV School District	Missouri	0.75	0.032
2926190	Renick R-V School District	Missouri	0.785	0.027
2926220	Republic R-III School District	Missouri	0.806	0.013
2926310	Rich Hill R-IV School District	Missouri	0.751	0.03
2926370	Richards R-V School District	Missouri	0.791	0.031
2926400	Richland R-I School District	Missouri	0.777	0.03
2926430	Richland R-IV School District	Missouri	0.776	0.034
2926480	Richmond R-XVI School District	Missouri	0.788	0.034
2926490	Ridgeway R-V School District	Missouri	0.791	0.04
2926550	Ripley County R-III School District	Missouri	0.746	0.026
2926580	Ripley County R-IV School District	Missouri	0.746	0.026
2926610	Risco R-II School District	Missouri	0.777	0.03
2926640	Ritenour School District	Missouri	0.964	0.007
2926670	Riverview Gardens School District	Missouri	0.964	0.007
2926790	Rock Port R-II School District	Missouri	0.788	0.038
2926850	Rockwood R-VI School District	Missouri	0.962	0.007
2926890	Rolla 31 School District	Missouri	0.801	0.031
2926940	Roscoe C-1 School District	Missouri	0.751	0.03
2926970	Cole County R-I School District	Missouri	0.774	0.015
2927060	St. Joseph School District	Missouri	0.803	0.021
2927090	Salem R-80 School District	Missouri	0.746	0.026
2927330	Hardeman R-X School District	Missouri	0.75	0.023
2927450	Orearville R-IV School District	Missouri	0.75	0.023
2927520	Salisbury R-IV School District	Missouri	0.746	0.05
2927540	Sarcoxie R-II School District	Missouri	0.809	0.024
2927570	Savannah R-III School District	Missouri	0.788	0.034
2927600	Northeast Vernon County R-I School District	Missouri	0.751	0.03
2927630	School of The Osage School District	Missouri	0.761	0.046
2927660	Schuyler County R-I School District	Missouri	0.753	0.028
2927830	Sedalia 200 School District	Missouri	0.748	0.031
2927870	Senath-Hornersville C-8 School District	Missouri	0.84	0.046
2927900	Seneca R-VII School District	Missouri	0.806	0.035
2927930	Seymour R-II School District	Missouri	0.842	0.051
2928080	Shawnee R-III School District	Missouri	0.751	0.03
2928110	Shelby County R-IV School District	Missouri	0.785	0.027
2928140	North Shelby School District	Missouri	0.785	0.027
2928170	Sheldon R-VIII School District	Missouri	0.751	0.03
2928200	Shell Knob 78 School District	Missouri	0.75	0.032
2928260	Sikeston R-VI School District	Missouri	0.777	0.03
2928290	Silex R-I School District	Missouri	0.756	0.04
2928360	Slater School District	Missouri	0.75	0.023
2928380	Smithton R-VI School District	Missouri	0.749	0.029
2928410	Smithville R-II School District	Missouri	0.914	0.015
2928430	South Callaway County R-II School District	Missouri	0.844	0.04
2928470	South Iron County R-I School District	Missouri	0.782	0.029
2928500	South Nodaway County R-IV School District	Missouri	0.788	0.038
2928530	South Pemiscot County R-V School District	Missouri	0.777	0.03
2928560	Southern Boone County R-I School District	Missouri	0.795	0.014
2928590	Southern Reynolds County R-II School District	Missouri	0.746	0.026
2928620	Southland School District	Missouri	0.84	0.046
2928680	Southwest Livingston County R-I School District	Missouri	0.791	0.04
2928710	Southwest R-V School District	Missouri	0.758	0.027
2928740	Sparta R-III School District	Missouri	0.842	0.051
2928770	Spickard R-II School District	Missouri	0.676	0.028
2928800	Spokane R-VII School District	Missouri	0.84	0.049
2928860	Springfield R-XII School District	Missouri	0.805	0.014
2928920	St. Charles R-VI School District	Missouri	0.944	0.013
2928950	Francis Howell R-III School District	Missouri	0.944	0.013
2929100	St. Clair R-XIII School District	Missouri	0.782	0.034
2929130	St. Elizabeth R-IV School District	Missouri	0.762	0.045
2929170	Central R-III School District	Missouri	0.785	0.031
2929250	St. James R-I School District	Missouri	0.804	0.029
2929280	St. Louis City School District	Missouri	0.933	0.01
2929340	Stanberry R-II School District	Missouri	0.791	0.039
2929370	Ste. Genevieve County R-II School District	Missouri	0.785	0.031
2929430	Steelville R-III School District	Missouri	0.746	0.026
2929490	Stewartsville C-2 School District	Missouri	0.788	0.034
2929520	Stockton R-I School District	Missouri	0.751	0.03
2929580	Stoutland R-II School District	Missouri	0.794	0.033
2929610	Morgan County R-I School District	Missouri	0.761	0.046
2929640	Strafford R-VI School District	Missouri	0.812	0.015
2929670	Strasburg C-3 School District	Missouri	0.84	0.033
2929700	Sturgeon R-V School District	Missouri	0.778	0.017
2929730	Success R-VI School District	Missouri	0.791	0.031
2929760	Sullivan C-2 School District	Missouri	0.774	0.025
2929810	Summersville R-II School District	Missouri	0.776	0.023
2929820	Sunrise R-IX School District	Missouri	0.842	0.026
2929850	Swedeborg R-III School District	Missouri	0.771	0.052
2929880	Sweet Springs R-VII School District	Missouri	0.75	0.021
2929910	Taneyville R-II School District	Missouri	0.745	0.039
2929940	Tarkio R-I School District	Missouri	0.788	0.038
2930270	Thayer R-II School District	Missouri	0.746	0.026
2930300	Tina-Avalon R-II School District	Missouri	0.757	0.039
2930330	Tipton R-VI School District	Missouri	0.76	0.044
2930360	Trenton R-IX School District	Missouri	0.676	0.028
2930390	Tri-County R-VII School District	Missouri	0.774	0.034
2930420	East Newton County R-VI School District	Missouri	0.806	0.035
2930450	Troy R-III School District	Missouri	0.755	0.04
2930510	Miller County R-III School District	Missouri	0.761	0.046
2930520	Twin Rivers R-X School District	Missouri	0.839	0.045
2930570	Union R-XI School District	Missouri	0.782	0.034
2930600	Union Star R-II School District	Missouri	0.788	0.034
2930660	University City School District	Missouri	0.964	0.007
2930690	Valley Park School District	Missouri	0.964	0.007
2930720	Valley R-VI School District	Missouri	0.785	0.031
2930750	Van Buren R-I School District	Missouri	0.746	0.026
2930780	Van-Far R-I School District	Missouri	0.756	0.038
2930810	Verona R-VII School District	Missouri	0.75	0.032
2930840	Morgan County R-II School District	Missouri	0.761	0.046
2930870	Maries County R-I School District	Missouri	0.844	0.04
2930900	West Nodaway County R-I School District	Missouri	0.788	0.038
2930990	Walnut Grove R-V School District	Missouri	0.807	0.014
2931020	Warrensburg R-VI School District	Missouri	0.768	0.04
2931050	Warren County R-III School District	Missouri	0.843	0.039
2931070	Warsaw R-IX School District	Missouri	0.761	0.045
2931110	Washington School District	Missouri	0.796	0.028
2931140	Kingston K-14 School District	Missouri	0.786	0.031
2931230	Richwoods R-VII School District	Missouri	0.785	0.029
2931440	Waynesville R-VI Schools	Missouri	0.771	0.052
2931460	Weaubleau R-III School District	Missouri	0.756	0.028
2931500	Webb City R-VII School District	Missouri	0.815	0.028
2931530	Webster Groves School District	Missouri	0.964	0.007
2931560	Wellington-Napoleon R-IX School District	Missouri	0.788	0.034
2931620	Wellsville-Middletown R-I School District	Missouri	0.837	0.037
2931650	Wentzville R-IV School District	Missouri	0.944	0.013
2931680	West Plains R-VII School District	Missouri	0.791	0.031
2931710	West Platte County R-II School District	Missouri	0.924	0.027
2931800	Midway School District	Missouri	0.84	0.033
2931830	Osage County R-III School District	Missouri	0.843	0.039
2931860	Westran R-I School District	Missouri	0.785	0.027
2931890	Westview C-6 School District	Missouri	0.806	0.035
2931920	Wheatland R-II School District	Missouri	0.761	0.046
2931950	Wheaton R-III School District	Missouri	0.757	0.028
2932010	Willard R-II School District	Missouri	0.805	0.014
2932070	Willow Springs R-IV School District	Missouri	0.791	0.031
2932100	Windsor C-1 School District	Missouri	0.85	0.029
2932110	Henry County R-I School District	Missouri	0.753	0.023
2932190	Winfield R-IV School District	Missouri	0.755	0.04
2932220	Winona R-III School District	Missouri	0.746	0.026
2932250	Winston R-VI School District	Missouri	0.791	0.039
2932300	Worth County R-III School District	Missouri	0.791	0.039
2932310	Wright City R-II School District	Missouri	0.832	0.035
2932490	Zalma R-V School District	Missouri	0.746	0.026
3000002	Somers Elementary School District	Montana	0.83	0.031
3000003	Cut Bank Elementary School District	Montana	0.724	0.051
3000004	Mountain View Elementary School District	Montana	0.724	0.051
3000005	Helena Elementary School District	Montana	0.81	0.017
3000006	Broadus Elementary School District	Montana	0.814	0.033
3000007	South Stacey Elementary School District	Montana	0.814	0.033
3000008	Ashland Elementary School District	Montana	0.814	0.033
3000089	Cottonwood Elementary School District	Montana	0.814	0.033
3000090	Noxon Elementary School District	Montana	0.769	0.044
3000093	Liberty Elementary School District	Montana	0.724	0.051
3000094	West Glacier Elementary School District	Montana	0.83	0.031
3000095	Lame Deer High School District	Montana	0.814	0.033
3000096	North Star Elementary School District	Montana	0.788	0.059
3000097	North Star High School District	Montana	0.788	0.059
3000098	Chester-Joplin-Inverness Elementary School District	Montana	0.728	0.048
3000099	Heart Butte K-12 Schools	Montana	0.724	0.051
3000101	Chester-Joplin-Inverness High School District	Montana	0.728	0.048
3000102	Dutton/Brady K-12 Schools	Montana	0.724	0.051
3000654	Big Sky K-12 Schools	Montana	0.824	0.014
3000932	Shields Valley Elementary School District	Montana	0.752	0.046
3000933	Shields Valley High School District	Montana	0.75	0.048
3001710	Absarokee Elementary School District	Montana	0.741	0.053
3001740	Absarokee High School District	Montana	0.741	0.053
3001860	Alberton K-12 Schools	Montana	0.795	0.015
3001950	Alzada Elementary School District	Montana	0.814	0.033
3001980	Amsterdam Elementary School District	Montana	0.824	0.014
3002010	Anaconda Elementary School District	Montana	0.731	0.03
3002030	Anaconda High School District	Montana	0.731	0.03
3002070	Anderson Elementary School District	Montana	0.824	0.014
3002220	Arlee Elementary School District	Montana	0.776	0.033
3002250	Arlee High School District	Montana	0.776	0.033
3002300	Arrowhead Elementary School District	Montana	0.741	0.053
3002430	Augusta Elementary School District	Montana	0.81	0.017
3002450	Augusta High School District	Montana	0.81	0.017
3002490	Auchard Creek Elementary School District	Montana	0.81	0.017
3002550	Avon Elementary School District	Montana	0.731	0.03
3002570	Ayers Elementary School District	Montana	0.649	0.055
3002640	Bainville K-12 Schools	Montana	0.774	0.033
3002730	Baker K-12 Schools	Montana	0.814	0.033
3002820	Basin Elementary School District	Montana	0.649	0.055
3002850	Smith Valley Elementary School District	Montana	0.83	0.031
3003000	Bear Paw Elementary School District	Montana	0.788	0.059
3003090	Beaverhead County High School District	Montana	0.731	0.03
3003270	Belfry K-12 Schools	Montana	0.741	0.053
3003290	Belgrade Elementary School District	Montana	0.824	0.014
3003330	Belgrade High School District	Montana	0.824	0.014
3003420	Belt Elementary School District	Montana	0.844	0.025
3003450	Belt High School District	Montana	0.844	0.025
3003480	Benton Lake Elementary School District	Montana	0.724	0.051
3003600	Biddle Elementary School District	Montana	0.814	0.033
3003660	Spring Creek Elementary School District	Montana	0.814	0.033
3003750	Big Sandy High School District	Montana	0.724	0.051
3003760	Big Sandy Elementary School District	Montana	0.724	0.051
3003800	Big Timber Elementary School District	Montana	0.649	0.055
3003820	Bigfork Elementary School District	Montana	0.803	0.026
3003840	Bigfork High School District	Montana	0.812	0.026
3003870	Billings Elementary School District	Montana	0.879	0.014
3003900	Billings High School District	Montana	0.879	0.014
3003990	Birney Elementary School District	Montana	0.814	0.033
3004050	Cleveland Elementary School District	Montana	0.788	0.059
3004200	Bloomfield Elementary School District	Montana	0.774	0.033
3004230	Blue Creek Elementary School District	Montana	0.879	0.014
3004260	Bonner Elementary School District	Montana	0.795	0.015
3004380	Boulder Elementary School District	Montana	0.649	0.055
3004440	Box Elder Elementary School District	Montana	0.788	0.059
3004500	Box Elder High School District	Montana	0.788	0.059
3004560	Bozeman Elementary School District	Montana	0.824	0.014
3004590	Bozeman High School District	Montana	0.824	0.014
3004800	Bridger K-12 Schools	Montana	0.741	0.053
3004860	Powder River County High School District	Montana	0.814	0.033
3004890	Broadview Elementary School District	Montana	0.856	0.015
3004920	Broadview High School District	Montana	0.862	0.015
3004980	Townsend K-12 Schools	Montana	0.649	0.055
3005010	Brockton Elementary School District	Montana	0.774	0.033
3005040	Brockton High School District	Montana	0.774	0.033
3005130	Brorson Elementary School District	Montana	0.774	0.033
3005140	Browning Elementary School District	Montana	0.724	0.051
3005190	Browning High School District	Montana	0.724	0.051
3005280	Butte Elementary School District	Montana	0.811	0.04
3005310	Butte High School District	Montana	0.811	0.04
3005330	Bynum Elementary School District	Montana	0.724	0.051
3005460	Canyon Creek Elementary School District	Montana	0.879	0.014
3005550	Cardwell Elementary School District	Montana	0.686	0.032
3005610	Carter County High School District	Montana	0.814	0.033
3005760	Carter Elementary School District	Montana	0.724	0.051
3005850	Vaughn Elementary School District	Montana	0.844	0.025
3005880	Cascade Elementary School District	Montana	0.844	0.025
3005910	Cascade High School District	Montana	0.844	0.025
3005990	Cayuse Prairie Elementary School District	Montana	0.83	0.031
3006030	McCormick Elementary School District	Montana	0.83	0.031
3006110	St. Ignatius K-12 Schools	Montana	0.769	0.044
3006112	Charlo Elementary School District	Montana	0.769	0.044
3006115	Charlo High School District	Montana	0.769	0.044
3006260	Chinook Elementary School District	Montana	0.788	0.059
3006270	Chinook High School District	Montana	0.788	0.059
3006320	Choteau Elementary School District	Montana	0.724	0.051
3006330	Choteau High School District	Montana	0.724	0.051
3006790	Circle Elementary School District	Montana	0.774	0.033
3006810	Circle High School District	Montana	0.774	0.033
3006840	Clancy Elementary School District	Montana	0.649	0.055
3006870	Clinton Elementary School District	Montana	0.795	0.015
3007030	Cohagen Elementary School District	Montana	0.774	0.033
3007050	Colstrip Elementary School District	Montana	0.814	0.033
3007080	Colstrip High School District	Montana	0.814	0.033
3007110	Columbia Falls Elementary School District	Montana	0.83	0.031
3007140	Columbia Falls High School District	Montana	0.83	0.031
3007190	Columbus Elementary School District	Montana	0.741	0.053
3007200	Columbus High School District	Montana	0.741	0.053
3007320	Conrad High School District	Montana	0.724	0.051
3007330	Conrad Elementary School District	Montana	0.724	0.051
3007350	Cooke City Elementary School District	Montana	0.741	0.053
3007410	Corvallis K-12 Schools	Montana	0.731	0.03
3007500	Cottonwood Elementary School District	Montana	0.824	0.014
3007710	Creston Elementary School District	Montana	0.83	0.031
3007830	Culbertson Elementary School District	Montana	0.774	0.033
3007860	Culbertson High School District	Montana	0.774	0.033
3007930	Custer County High School District	Montana	0.814	0.033
3007950	Spring Creek Elementary School District	Montana	0.814	0.033
3007980	Kinsey Elementary School District	Montana	0.814	0.033
3008010	S Y Elementary School District	Montana	0.814	0.033
3008040	S H Elementary School District	Montana	0.814	0.033
3008130	Custer K-12 Schools	Montana	0.879	0.014
3008190	Cut Bank High School District	Montana	0.724	0.051
3008280	Darby K-12 Schools	Montana	0.731	0.03
3008310	Davey Elementary School District	Montana	0.788	0.059
3008340	Dawson High School District	Montana	0.774	0.033
3008400	Lindsay Elementary School District	Montana	0.774	0.033
3008470	Deer Creek Elementary School District	Montana	0.774	0.033
3008640	Deep Creek Elementary School District	Montana	0.844	0.025
3008670	Deer Lodge Elementary School District	Montana	0.731	0.03
3008700	Deer Park Elementary School District	Montana	0.83	0.031
3008730	Deerfield Elementary School District	Montana	0.649	0.055
3008850	Denton High School District	Montana	0.649	0.055
3008860	Denton Elementary School District	Montana	0.649	0.055
3008880	De Smet Elementary School District	Montana	0.795	0.015
3008910	Dillon Elementary School District	Montana	0.731	0.03
3009000	Divide Elementary School District	Montana	0.811	0.04
3009030	Dixon Elementary School District	Montana	0.769	0.044
3009120	Dodson K-12	Montana	0.774	0.033
3009180	Drummond Elementary School District	Montana	0.731	0.03
3009210	Drummond High School District	Montana	0.731	0.03
3009330	Dupuyer Elementary School District	Montana	0.724	0.051
3009510	East Glacier Park Elementary School District	Montana	0.724	0.051
3009560	East Helena Elementary School District	Montana	0.81	0.017
3009670	Ekalaka Elementary School District	Montana	0.814	0.033
3009720	Elder Grove Elementary School District	Montana	0.879	0.014
3009780	Elliston Elementary School District	Montana	0.731	0.03
3009840	Elysian Elementary School District	Montana	0.879	0.014
3009930	Ennis K-12 Schools	Montana	0.731	0.03
3010080	Eureka Elementary School District	Montana	0.83	0.031
3010140	Fairfield Elementary School District	Montana	0.724	0.051
3010170	Fairfield High School District	Montana	0.724	0.051
3010210	Fairview Elementary School District	Montana	0.774	0.033
3010230	Fair-Mont-Egan Elementary School District	Montana	0.83	0.031
